id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Food and drink,Seat comfort,Checkin service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
90994,Male,Disloyal Customer,23,Business Travel,Eco,145,2,5,5,1,5,13,16.0,Neutral or Dissatisfied
60385,Female,Loyal Customer,52,Business Travel,Business,1452,5,3,5,5,4,1,0.0,Satisfied
36801,Male,Loyal Customer,9,Personal Travel,Eco,2611,3,3,4,4,4,0,0.0,Neutral or Dissatisfied
48957,Male,Loyal Customer,25,Business Travel,Business,1780,3,4,3,4,4,0,9.0,Neutral or Dissatisfied
1035,Male,Disloyal Customer,17,Business Travel,Eco,158,2,3,3,1,3,28,43.0,Neutral or Dissatisfied
31808,Female,Loyal Customer,46,Business Travel,Eco,2603,4,4,4,4,4,0,0.0,Satisfied
59494,Female,Loyal Customer,40,Personal Travel,Eco,758,3,5,5,4,5,0,6.0,Neutral or Dissatisfied
26117,Male,Loyal Customer,60,Business Travel,Business,404,3,4,4,3,1,4,0.0,Neutral or Dissatisfied
96998,Male,Loyal Customer,11,Personal Travel,Eco,794,2,2,2,5,2,0,0.0,Neutral or Dissatisfied
42645,Female,Loyal Customer,26,Personal Travel,Eco,546,4,3,3,4,3,11,17.0,Neutral or Dissatisfied
117102,Female,Loyal Customer,62,Business Travel,Business,1549,5,2,4,5,5,51,40.0,Satisfied
48925,Male,Loyal Customer,36,Business Travel,Business,2053,5,5,4,2,3,34,35.0,Satisfied
92199,Female,Loyal Customer,36,Business Travel,Eco,1979,4,4,4,2,4,0,6.0,Neutral or Dissatisfied
33540,Male,Loyal Customer,60,Business Travel,Business,3470,1,2,3,2,3,0,8.0,Neutral or Dissatisfied
59204,Male,Loyal Customer,54,Business Travel,Business,1440,3,5,3,4,2,43,55.0,Neutral or Dissatisfied
105125,Female,Loyal Customer,39,Business Travel,Eco,289,2,2,2,2,2,7,10.0,Neutral or Dissatisfied
21573,Male,Loyal Customer,9,Personal Travel,Eco Plus,331,1,5,5,2,5,0,0.0,Neutral or Dissatisfied
111394,Male,Loyal Customer,46,Personal Travel,Eco,1050,1,1,1,3,1,8,0.0,Neutral or Dissatisfied
64687,Female,Loyal Customer,49,Business Travel,Business,224,3,4,5,4,3,46,34.0,Satisfied
93876,Male,Loyal Customer,28,Business Travel,Business,590,2,5,5,3,5,3,3.0,Satisfied
94731,Male,Loyal Customer,58,Business Travel,Eco,189,3,3,3,4,3,0,0.0,Neutral or Dissatisfied
96621,Male,Loyal Customer,50,Business Travel,Business,3474,3,4,5,5,5,7,0.0,Satisfied
15807,Male,Loyal Customer,45,Personal Travel,Eco,246,3,4,4,4,4,0,0.0,Neutral or Dissatisfied
101787,Male,Loyal Customer,53,Business Travel,Business,1521,1,3,4,4,5,5,0.0,Satisfied
72628,Male,Loyal Customer,64,Personal Travel,Eco,1121,4,1,2,3,1,0,0.0,Neutral or Dissatisfied
91728,Female,Loyal Customer,45,Business Travel,Business,588,5,5,5,5,5,0,0.0,Satisfied
96398,Male,Loyal Customer,57,Business Travel,Business,3330,5,3,5,5,4,0,0.0,Satisfied
50249,Female,Loyal Customer,55,Business Travel,Eco,89,2,4,3,2,1,0,0.0,Neutral or Dissatisfied
65331,Female,Loyal Customer,48,Business Travel,Business,2659,2,5,5,5,5,0,0.0,Satisfied
8557,Male,Loyal Customer,48,Business Travel,Business,308,5,4,4,4,5,48,37.0,Satisfied
30728,Male,Loyal Customer,41,Personal Travel,Eco,1062,1,1,1,4,1,0,0.0,Neutral or Dissatisfied
129847,Female,Loyal Customer,16,Personal Travel,Eco,337,0,3,3,4,3,0,0.0,Satisfied
55609,Female,Disloyal Customer,17,Business Travel,Eco,404,2,1,1,4,1,34,9.0,Neutral or Dissatisfied
69297,Male,Loyal Customer,54,Personal Travel,Eco Plus,733,4,1,1,1,1,0,0.0,Neutral or Dissatisfied
100870,Male,Loyal Customer,60,Personal Travel,Eco,1605,4,4,5,5,4,0,0.0,Neutral or Dissatisfied
11695,Male,Disloyal Customer,36,Business Travel,Business,395,1,1,3,3,3,141,157.0,Neutral or Dissatisfied
78564,Male,Loyal Customer,18,Personal Travel,Business,630,5,5,2,3,5,0,0.0,Satisfied
21837,Male,Disloyal Customer,22,Business Travel,Business,448,4,2,2,3,2,9,2.0,Satisfied
28320,Female,Loyal Customer,43,Business Travel,Eco,867,5,4,2,1,2,18,6.0,Satisfied
61061,Female,Disloyal Customer,38,Business Travel,Eco,1709,2,3,3,2,3,16,12.0,Neutral or Dissatisfied
32388,Female,Loyal Customer,55,Business Travel,Eco,101,4,2,2,3,5,0,0.0,Satisfied
20562,Female,Loyal Customer,43,Business Travel,Eco,533,1,5,3,3,4,0,0.0,Neutral or Dissatisfied
26542,Male,Loyal Customer,68,Personal Travel,Eco,990,3,4,4,5,4,78,70.0,Neutral or Dissatisfied
123365,Female,Loyal Customer,30,Business Travel,Business,3396,3,3,3,4,3,0,0.0,Neutral or Dissatisfied
88346,Male,Loyal Customer,55,Business Travel,Business,240,2,4,3,3,2,14,9.0,Neutral or Dissatisfied
77668,Female,Loyal Customer,30,Business Travel,Eco,874,4,4,4,2,4,0,0.0,Neutral or Dissatisfied
75437,Female,Loyal Customer,51,Business Travel,Business,2585,3,4,4,3,4,0,0.0,Satisfied
85209,Female,Disloyal Customer,22,Business Travel,Business,731,0,5,5,3,5,0,4.0,Satisfied
53307,Male,Loyal Customer,66,Personal Travel,Eco,758,4,2,2,5,2,52,47.0,Neutral or Dissatisfied
64611,Male,Loyal Customer,57,Business Travel,Business,551,2,2,5,4,4,0,0.0,Satisfied
118091,Male,Loyal Customer,57,Personal Travel,Eco,1276,2,2,4,5,2,0,0.0,Neutral or Dissatisfied
62710,Female,Loyal Customer,56,Business Travel,Business,2556,1,2,4,3,4,2,8.0,Satisfied
21504,Female,Loyal Customer,41,Personal Travel,Eco,433,1,3,4,4,3,23,21.0,Neutral or Dissatisfied
116529,Female,Loyal Customer,44,Personal Travel,Eco,337,0,2,5,5,5,0,0.0,Satisfied
90454,Female,Loyal Customer,30,Business Travel,Business,581,1,4,4,5,4,0,0.0,Satisfied
98713,Male,Loyal Customer,64,Business Travel,Eco Plus,834,2,2,2,1,2,0,10.0,Neutral or Dissatisfied
60124,Female,Loyal Customer,29,Business Travel,Business,2410,4,4,4,4,4,12,0.0,Neutral or Dissatisfied
129255,Male,Loyal Customer,27,Personal Travel,Eco,1504,2,1,1,3,1,0,3.0,Neutral or Dissatisfied
14243,Male,Loyal Customer,43,Business Travel,Eco,1027,4,4,4,2,4,10,9.0,Satisfied
11337,Male,Loyal Customer,58,Personal Travel,Eco,247,2,1,1,5,1,0,0.0,Neutral or Dissatisfied
25834,Male,Loyal Customer,22,Business Travel,Business,3811,5,4,4,4,4,0,0.0,Satisfied
78068,Female,Loyal Customer,57,Personal Travel,Eco,332,3,4,5,3,4,0,0.0,Neutral or Dissatisfied
2787,Female,Loyal Customer,52,Business Travel,Business,2413,4,5,4,3,4,13,15.0,Satisfied
2700,Male,Disloyal Customer,20,Business Travel,Eco,562,2,5,5,4,5,44,43.0,Neutral or Dissatisfied
32034,Male,Loyal Customer,30,Business Travel,Business,3690,0,4,5,5,4,0,4.0,Satisfied
90698,Female,Disloyal Customer,36,Business Travel,Business,646,2,4,4,5,4,0,1.0,Neutral or Dissatisfied
37953,Male,Loyal Customer,26,Personal Travel,Eco Plus,937,3,1,1,5,1,20,2.0,Neutral or Dissatisfied
11303,Male,Loyal Customer,9,Personal Travel,Eco,166,2,2,2,4,2,0,0.0,Neutral or Dissatisfied
3248,Male,Disloyal Customer,25,Business Travel,Business,425,2,5,5,5,5,15,7.0,Neutral or Dissatisfied
62456,Female,Disloyal Customer,37,Business Travel,Business,923,2,2,2,4,2,0,0.0,Satisfied
93072,Male,Loyal Customer,10,Personal Travel,Eco,297,1,4,4,4,4,2,10.0,Neutral or Dissatisfied
46064,Female,Loyal Customer,59,Personal Travel,Eco Plus,964,3,5,5,4,3,0,0.0,Neutral or Dissatisfied
95557,Female,Loyal Customer,65,Personal Travel,Eco Plus,562,3,1,2,4,3,76,65.0,Neutral or Dissatisfied
104474,Female,Loyal Customer,38,Business Travel,Eco,1671,3,3,3,1,3,0,0.0,Neutral or Dissatisfied
34989,Female,Loyal Customer,46,Business Travel,Business,1182,5,5,5,4,3,5,0.0,Satisfied
77858,Male,Loyal Customer,34,Personal Travel,Eco Plus,689,2,5,5,4,5,6,0.0,Neutral or Dissatisfied
18652,Male,Loyal Customer,13,Personal Travel,Eco,201,4,1,1,3,1,0,0.0,Neutral or Dissatisfied
8404,Male,Disloyal Customer,47,Business Travel,Business,862,2,3,3,3,3,6,0.0,Neutral or Dissatisfied
80263,Female,Loyal Customer,66,Personal Travel,Business,488,3,3,3,3,3,0,0.0,Neutral or Dissatisfied
85031,Female,Loyal Customer,49,Personal Travel,Eco,1590,4,1,4,1,2,17,0.0,Neutral or Dissatisfied
95863,Female,Loyal Customer,57,Business Travel,Business,1634,5,5,4,4,5,0,0.0,Satisfied
25324,Female,Loyal Customer,34,Business Travel,Business,837,5,4,2,3,4,0,0.0,Satisfied
35984,Female,Loyal Customer,25,Business Travel,Business,2496,4,4,4,4,4,0,0.0,Satisfied
103199,Female,Loyal Customer,15,Personal Travel,Eco,814,0,2,2,4,2,0,0.0,Satisfied
126530,Female,Loyal Customer,52,Business Travel,Business,2572,5,2,5,4,3,0,0.0,Satisfied
42628,Female,Loyal Customer,31,Business Travel,Business,1565,2,2,2,3,2,62,33.0,Neutral or Dissatisfied
67259,Male,Loyal Customer,68,Personal Travel,Eco,1121,5,3,3,4,3,0,0.0,Satisfied
5537,Female,Loyal Customer,21,Personal Travel,Eco,431,3,1,1,5,1,0,0.0,Neutral or Dissatisfied
114233,Female,Loyal Customer,13,Business Travel,Business,850,2,2,2,2,2,6,6.0,Neutral or Dissatisfied
24616,Female,Disloyal Customer,22,Business Travel,Eco,666,4,2,2,4,2,115,94.0,Neutral or Dissatisfied
115863,Male,Loyal Customer,53,Business Travel,Business,404,2,2,3,1,3,0,0.0,Neutral or Dissatisfied
26643,Male,Loyal Customer,34,Business Travel,Business,406,1,2,2,2,5,0,0.0,Satisfied
37714,Male,Loyal Customer,44,Personal Travel,Eco,1005,3,1,1,4,1,39,30.0,Neutral or Dissatisfied
91947,Male,Loyal Customer,64,Personal Travel,Eco,2446,2,2,2,5,2,0,20.0,Neutral or Dissatisfied
105183,Male,Loyal Customer,67,Personal Travel,Eco,281,4,3,4,2,3,0,0.0,Neutral or Dissatisfied
36114,Female,Loyal Customer,41,Business Travel,Business,1698,4,5,3,3,2,0,12.0,Neutral or Dissatisfied
78224,Female,Loyal Customer,14,Personal Travel,Eco,259,2,1,1,4,1,0,0.0,Neutral or Dissatisfied
69744,Male,Loyal Customer,32,Business Travel,Business,2725,5,5,5,4,5,12,19.0,Satisfied
76332,Female,Loyal Customer,63,Personal Travel,Eco,2182,4,5,4,4,2,24,11.0,Neutral or Dissatisfied
3816,Male,Disloyal Customer,29,Business Travel,Business,650,5,5,5,5,5,0,7.0,Satisfied
37436,Female,Loyal Customer,28,Business Travel,Business,3517,3,3,3,4,3,76,108.0,Neutral or Dissatisfied
129016,Female,Loyal Customer,22,Business Travel,Business,2611,3,4,4,5,4,8,,Satisfied
102882,Female,Loyal Customer,20,Personal Travel,Eco,472,3,4,4,2,4,3,0.0,Neutral or Dissatisfied
32759,Male,Loyal Customer,33,Business Travel,Business,3973,2,4,3,4,4,0,0.0,Satisfied
19426,Male,Loyal Customer,28,Business Travel,Business,645,1,5,5,5,5,11,0.0,Satisfied
122864,Male,Loyal Customer,29,Business Travel,Business,2947,3,3,3,4,3,43,31.0,Neutral or Dissatisfied
105197,Female,Loyal Customer,45,Business Travel,Eco Plus,289,4,3,4,2,1,0,9.0,Satisfied
50167,Female,Loyal Customer,37,Business Travel,Eco,262,5,5,5,2,5,58,56.0,Neutral or Dissatisfied
99203,Female,Loyal Customer,23,Personal Travel,Eco,691,3,1,1,3,1,1,1.0,Neutral or Dissatisfied
85358,Female,Loyal Customer,35,Personal Travel,Eco Plus,689,4,1,1,4,1,0,0.0,Neutral or Dissatisfied
15043,Male,Disloyal Customer,24,Business Travel,Eco,576,4,3,3,2,3,54,52.0,Neutral or Dissatisfied
83251,Female,Disloyal Customer,34,Business Travel,Business,1956,3,2,2,3,2,0,0.0,Neutral or Dissatisfied
55977,Male,Loyal Customer,27,Personal Travel,Eco,1620,2,1,1,5,1,0,0.0,Neutral or Dissatisfied
87373,Female,Loyal Customer,61,Business Travel,Eco,425,1,3,2,4,4,0,0.0,Neutral or Dissatisfied
49120,Female,Loyal Customer,34,Business Travel,Business,1840,0,3,1,2,1,0,0.0,Satisfied
4229,Male,Loyal Customer,51,Business Travel,Business,1020,2,2,4,3,4,29,41.0,Satisfied
98789,Male,Loyal Customer,42,Business Travel,Business,3535,5,5,4,3,3,5,0.0,Satisfied
78837,Female,Loyal Customer,22,Personal Travel,Eco,554,4,5,5,4,5,15,16.0,Neutral or Dissatisfied
22678,Male,Loyal Customer,42,Business Travel,Business,3087,1,1,4,5,5,0,0.0,Satisfied
11126,Male,Loyal Customer,24,Personal Travel,Eco,247,4,4,4,4,4,13,11.0,Neutral or Dissatisfied
29630,Female,Loyal Customer,36,Business Travel,Business,3705,3,3,2,1,3,0,0.0,Satisfied
115291,Male,Disloyal Customer,41,Business Travel,Business,337,5,4,4,4,4,0,0.0,Satisfied
17420,Male,Loyal Customer,39,Business Travel,Business,1807,3,1,3,1,1,7,0.0,Neutral or Dissatisfied
125682,Male,Loyal Customer,41,Business Travel,Eco,759,3,3,3,4,3,0,0.0,Neutral or Dissatisfied
44259,Male,Loyal Customer,26,Personal Travel,Eco,222,1,1,1,5,1,0,0.0,Neutral or Dissatisfied
57078,Male,Disloyal Customer,25,Business Travel,Business,1222,4,5,5,3,5,24,4.0,Satisfied
25003,Female,Loyal Customer,55,Personal Travel,Eco,484,3,5,5,4,3,0,0.0,Neutral or Dissatisfied
32917,Male,Loyal Customer,12,Personal Travel,Eco,201,1,1,1,3,1,0,0.0,Neutral or Dissatisfied
123511,Male,Loyal Customer,16,Personal Travel,Eco,2125,4,2,2,1,2,0,0.0,Satisfied
53648,Female,Loyal Customer,53,Business Travel,Eco Plus,1874,5,1,5,4,2,24,13.0,Satisfied
10209,Male,Loyal Customer,52,Business Travel,Business,2909,2,2,3,4,1,0,6.0,Neutral or Dissatisfied
97349,Female,Disloyal Customer,25,Business Travel,Eco,472,5,4,4,3,4,0,0.0,Satisfied
108995,Female,Loyal Customer,58,Business Travel,Business,1942,3,3,4,5,3,46,51.0,Satisfied
101926,Female,Loyal Customer,58,Business Travel,Business,628,3,2,5,3,4,77,57.0,Satisfied
62094,Female,Disloyal Customer,27,Business Travel,Business,2565,1,4,2,5,4,22,15.0,Neutral or Dissatisfied
20100,Female,Disloyal Customer,20,Business Travel,Eco,466,5,5,5,2,5,51,37.0,Satisfied
88501,Male,Disloyal Customer,25,Business Travel,Eco,240,2,3,3,4,3,51,47.0,Neutral or Dissatisfied
62157,Female,Loyal Customer,52,Business Travel,Business,2454,1,3,4,3,3,13,0.0,Satisfied
122148,Male,Loyal Customer,39,Business Travel,Business,3049,1,3,4,4,5,0,0.0,Satisfied
64798,Male,Disloyal Customer,26,Business Travel,Eco,190,3,1,1,1,1,0,0.0,Neutral or Dissatisfied
33324,Male,Loyal Customer,19,Business Travel,Business,2462,4,4,4,2,4,0,0.0,Satisfied
116386,Female,Loyal Customer,20,Personal Travel,Eco,371,1,1,1,3,1,0,0.0,Neutral or Dissatisfied
23545,Male,Loyal Customer,48,Business Travel,Business,455,5,2,4,4,3,2,0.0,Satisfied
46391,Female,Loyal Customer,31,Personal Travel,Eco,1013,3,3,3,3,3,0,0.0,Neutral or Dissatisfied
66184,Female,Loyal Customer,40,Business Travel,Business,2917,5,5,5,3,4,24,26.0,Satisfied
7042,Female,Loyal Customer,44,Business Travel,Eco Plus,299,3,1,3,4,4,0,0.0,Neutral or Dissatisfied
88788,Female,Disloyal Customer,26,Business Travel,Eco Plus,594,3,1,1,3,1,4,0.0,Neutral or Dissatisfied
73150,Male,Loyal Customer,8,Personal Travel,Eco Plus,1068,2,1,1,4,1,0,0.0,Neutral or Dissatisfied
60986,Male,Loyal Customer,34,Business Travel,Business,1805,3,5,4,3,3,3,0.0,Satisfied
44057,Female,Disloyal Customer,28,Business Travel,Eco Plus,296,4,5,5,2,5,0,0.0,Neutral or Dissatisfied
56865,Male,Loyal Customer,26,Business Travel,Business,2434,2,5,5,5,5,0,0.0,Satisfied
89998,Male,Loyal Customer,39,Business Travel,Business,2367,1,3,5,3,5,0,11.0,Satisfied
73329,Female,Loyal Customer,51,Business Travel,Business,1197,5,3,5,3,3,0,0.0,Satisfied
56476,Male,Loyal Customer,60,Business Travel,Business,4963,2,3,3,3,3,5,13.0,Satisfied
68414,Male,Disloyal Customer,26,Business Travel,Eco,645,1,1,1,1,1,0,3.0,Neutral or Dissatisfied
87213,Male,Loyal Customer,66,Personal Travel,Eco,946,2,3,3,4,3,0,0.0,Neutral or Dissatisfied
103585,Female,Loyal Customer,70,Business Travel,Eco,451,1,3,4,4,1,0,0.0,Neutral or Dissatisfied
30634,Male,Loyal Customer,48,Business Travel,Business,3158,3,1,4,4,4,1,0.0,Neutral or Dissatisfied
128735,Male,Loyal Customer,42,Business Travel,Eco Plus,1104,2,2,2,3,2,3,6.0,Neutral or Dissatisfied
53020,Male,Disloyal Customer,44,Business Travel,Eco,1208,2,1,1,4,1,85,55.0,Neutral or Dissatisfied
116138,Male,Loyal Customer,15,Personal Travel,Eco,342,4,1,2,2,1,0,0.0,Satisfied
13213,Female,Disloyal Customer,24,Business Travel,Eco,657,0,3,3,4,3,74,82.0,Satisfied
117197,Female,Loyal Customer,23,Personal Travel,Eco,647,4,5,5,4,5,4,0.0,Neutral or Dissatisfied
33004,Female,Loyal Customer,42,Personal Travel,Eco,163,2,5,5,5,5,0,0.0,Neutral or Dissatisfied
63548,Male,Loyal Customer,69,Personal Travel,Eco,1009,1,1,1,5,1,0,0.0,Neutral or Dissatisfied
84321,Female,Loyal Customer,44,Business Travel,Business,606,4,3,3,2,3,0,0.0,Neutral or Dissatisfied
43902,Female,Loyal Customer,40,Personal Travel,Eco,174,0,3,3,3,3,0,0.0,Satisfied
126292,Male,Loyal Customer,14,Personal Travel,Eco,507,4,4,4,5,4,0,0.0,Neutral or Dissatisfied
70953,Female,Disloyal Customer,24,Business Travel,Business,612,5,4,5,4,4,0,0.0,Satisfied
59962,Female,Disloyal Customer,26,Business Travel,Business,1065,4,5,5,4,5,0,0.0,Neutral or Dissatisfied
40068,Female,Loyal Customer,60,Business Travel,Eco,493,5,5,1,4,3,0,0.0,Satisfied
23661,Male,Loyal Customer,36,Business Travel,Eco,196,4,4,4,2,4,52,55.0,Satisfied
113190,Male,Loyal Customer,44,Business Travel,Business,3661,4,2,5,5,5,2,0.0,Satisfied
12535,Female,Disloyal Customer,24,Business Travel,Eco,788,2,1,1,2,1,2,0.0,Neutral or Dissatisfied
82584,Male,Disloyal Customer,27,Business Travel,Business,408,1,1,1,3,1,0,0.0,Neutral or Dissatisfied
91534,Female,Loyal Customer,55,Business Travel,Business,680,1,3,5,5,4,31,23.0,Satisfied
13911,Female,Disloyal Customer,27,Business Travel,Eco,317,2,1,1,4,1,0,0.0,Neutral or Dissatisfied
40967,Female,Loyal Customer,28,Business Travel,Business,1829,2,2,2,1,2,0,0.0,Neutral or Dissatisfied
70704,Male,Loyal Customer,36,Business Travel,Business,675,3,3,5,4,5,0,0.0,Satisfied
64463,Male,Loyal Customer,15,Business Travel,Eco Plus,989,2,2,1,1,2,0,0.0,Neutral or Dissatisfied
69923,Female,Loyal Customer,62,Personal Travel,Eco,1514,1,4,3,1,4,1,6.0,Neutral or Dissatisfied
31302,Female,Loyal Customer,23,Business Travel,Business,680,3,5,5,4,5,6,2.0,Satisfied
31363,Female,Disloyal Customer,17,Business Travel,Eco,589,3,3,3,3,3,0,0.0,Neutral or Dissatisfied
33291,Female,Loyal Customer,27,Personal Travel,Eco Plus,102,5,3,3,5,3,0,0.0,Satisfied
126160,Female,Loyal Customer,39,Business Travel,Eco,507,3,3,3,3,3,6,6.0,Neutral or Dissatisfied
90555,Female,Loyal Customer,48,Business Travel,Business,1726,4,4,5,5,3,0,0.0,Satisfied
43380,Male,Loyal Customer,17,Personal Travel,Eco,387,4,2,2,1,2,0,0.0,Neutral or Dissatisfied
20130,Male,Loyal Customer,49,Personal Travel,Eco,416,4,2,2,3,2,13,5.0,Neutral or Dissatisfied
97294,Male,Disloyal Customer,32,Business Travel,Business,872,2,3,3,3,3,9,16.0,Neutral or Dissatisfied
117517,Male,Loyal Customer,39,Personal Travel,Eco Plus,507,1,3,3,5,3,0,0.0,Neutral or Dissatisfied
67898,Male,Loyal Customer,16,Personal Travel,Eco,1235,2,3,3,1,3,0,0.0,Neutral or Dissatisfied
2683,Male,Loyal Customer,21,Personal Travel,Eco,539,2,4,4,4,4,0,0.0,Neutral or Dissatisfied
20345,Male,Loyal Customer,76,Business Travel,Eco,265,5,5,5,5,5,0,0.0,Satisfied
29934,Female,Loyal Customer,43,Business Travel,Business,3998,3,2,4,3,3,121,108.0,Neutral or Dissatisfied
38032,Female,Loyal Customer,23,Business Travel,Eco,1185,4,4,3,5,4,0,0.0,Satisfied
56902,Male,Disloyal Customer,27,Business Travel,Business,2454,2,2,3,3,3,0,0.0,Neutral or Dissatisfied
18195,Female,Loyal Customer,34,Business Travel,Eco,228,4,4,4,4,4,0,0.0,Satisfied
80612,Male,Loyal Customer,41,Business Travel,Business,236,0,3,4,4,3,0,0.0,Satisfied
113903,Female,Loyal Customer,25,Business Travel,Business,2295,4,4,4,3,4,5,2.0,Satisfied
124648,Female,Loyal Customer,45,Business Travel,Business,3194,5,2,4,4,4,0,0.0,Satisfied
58383,Male,Loyal Customer,53,Business Travel,Business,473,2,5,5,5,5,248,252.0,Satisfied
41786,Male,Loyal Customer,41,Business Travel,Business,2926,4,4,4,4,3,29,44.0,Satisfied
71272,Male,Loyal Customer,22,Personal Travel,Eco,733,5,4,5,1,4,1,0.0,Satisfied
41291,Male,Loyal Customer,22,Personal Travel,Eco Plus,542,3,4,4,1,4,0,0.0,Neutral or Dissatisfied
47763,Male,Loyal Customer,43,Business Travel,Business,2294,3,1,3,5,2,0,0.0,Satisfied
43469,Male,Disloyal Customer,29,Business Travel,Eco,679,1,2,2,2,2,0,0.0,Neutral or Dissatisfied
115476,Male,Disloyal Customer,27,Business Travel,Business,404,2,1,1,3,1,0,0.0,Neutral or Dissatisfied
61545,Female,Loyal Customer,12,Personal Travel,Eco,2358,2,3,5,4,3,0,0.0,Neutral or Dissatisfied
14502,Male,Loyal Customer,30,Business Travel,Business,2013,2,2,2,2,2,1,0.0,Neutral or Dissatisfied
54570,Female,Loyal Customer,33,Business Travel,Eco Plus,925,4,4,4,5,4,0,0.0,Satisfied
22996,Female,Loyal Customer,45,Personal Travel,Eco,489,3,2,4,2,3,0,0.0,Neutral or Dissatisfied
3881,Male,Loyal Customer,57,Business Travel,Business,290,0,4,5,5,3,0,0.0,Satisfied
21587,Female,Loyal Customer,33,Business Travel,Business,780,5,3,5,2,2,0,0.0,Satisfied
99538,Male,Disloyal Customer,25,Business Travel,Business,802,1,1,1,4,1,0,0.0,Neutral or Dissatisfied
110420,Female,Loyal Customer,50,Business Travel,Eco,787,4,1,1,1,2,1,0.0,Satisfied
32549,Male,Disloyal Customer,22,Business Travel,Eco,163,3,5,5,1,5,0,5.0,Neutral or Dissatisfied
120228,Male,Disloyal Customer,38,Business Travel,Eco,903,2,1,1,4,1,0,12.0,Neutral or Dissatisfied
38776,Male,Loyal Customer,41,Business Travel,Eco,353,5,5,5,4,5,0,0.0,Satisfied
44990,Male,Loyal Customer,29,Business Travel,Business,3512,5,4,4,3,4,16,13.0,Satisfied
79665,Male,Loyal Customer,20,Personal Travel,Eco,712,3,5,4,4,5,0,0.0,Neutral or Dissatisfied
13119,Male,Loyal Customer,36,Business Travel,Business,562,3,3,5,5,2,0,0.0,Satisfied
39240,Male,Loyal Customer,55,Business Travel,Business,67,4,4,2,5,1,0,0.0,Satisfied
68597,Male,Loyal Customer,39,Business Travel,Business,1739,4,4,5,3,3,0,0.0,Satisfied
74282,Female,Loyal Customer,22,Business Travel,Business,2311,5,4,4,3,4,0,0.0,Satisfied
63166,Male,Loyal Customer,43,Business Travel,Business,447,1,5,4,5,5,0,0.0,Satisfied
114252,Male,Loyal Customer,39,Business Travel,Business,3010,2,4,2,4,3,20,24.0,Satisfied
65699,Female,Loyal Customer,21,Business Travel,Business,936,5,5,5,3,5,0,0.0,Satisfied
116842,Female,Loyal Customer,10,Personal Travel,Business,325,1,3,3,4,3,0,0.0,Neutral or Dissatisfied
114172,Male,Disloyal Customer,23,Business Travel,Business,862,4,3,4,5,3,107,92.0,Satisfied
40856,Male,Loyal Customer,41,Personal Travel,Eco,558,2,4,1,3,4,0,0.0,Neutral or Dissatisfied
94748,Male,Loyal Customer,57,Business Travel,Business,239,1,1,4,2,1,14,22.0,Neutral or Dissatisfied
5187,Female,Loyal Customer,46,Business Travel,Business,3052,3,5,4,3,3,0,0.0,Satisfied
31943,Male,Loyal Customer,57,Business Travel,Business,163,0,5,5,3,3,0,0.0,Satisfied
94817,Female,Loyal Customer,22,Business Travel,Business,3889,1,2,2,4,2,0,0.0,Satisfied
11761,Male,Loyal Customer,36,Business Travel,Eco,429,3,3,3,1,3,3,5.0,Neutral or Dissatisfied
97538,Female,Loyal Customer,30,Business Travel,Business,675,2,4,4,5,4,0,0.0,Satisfied
59400,Female,Loyal Customer,21,Personal Travel,Eco,2367,3,2,2,3,2,0,0.0,Neutral or Dissatisfied
124212,Male,Loyal Customer,7,Personal Travel,Eco,2176,1,5,5,4,5,71,38.0,Neutral or Dissatisfied
126837,Female,Loyal Customer,43,Business Travel,Business,2125,4,5,5,4,4,0,0.0,Satisfied
30372,Male,Loyal Customer,25,Business Travel,Business,641,2,5,5,3,5,16,10.0,Satisfied
62824,Male,Loyal Customer,28,Personal Travel,Eco,2556,4,3,4,4,4,3,0.0,Neutral or Dissatisfied
5691,Male,Loyal Customer,35,Business Travel,Eco,196,1,1,1,3,1,0,0.0,Neutral or Dissatisfied
83124,Female,Loyal Customer,64,Personal Travel,Eco,1084,2,4,5,5,5,0,0.0,Neutral or Dissatisfied
24489,Female,Loyal Customer,67,Business Travel,Business,2709,3,4,3,4,1,0,0.0,Satisfied
56640,Female,Disloyal Customer,30,Business Travel,Business,937,0,3,3,5,3,0,0.0,Satisfied
122555,Male,Loyal Customer,16,Personal Travel,Eco,500,2,5,5,3,5,0,0.0,Neutral or Dissatisfied
70255,Female,Loyal Customer,85,Business Travel,Business,992,4,5,5,5,5,0,5.0,Satisfied
38539,Female,Loyal Customer,41,Business Travel,Eco,2586,1,1,1,3,1,0,28.0,Neutral or Dissatisfied
89814,Female,Loyal Customer,47,Business Travel,Business,1981,1,2,4,5,4,12,11.0,Satisfied
108595,Female,Loyal Customer,44,Business Travel,Business,696,1,2,5,4,5,2,0.0,Satisfied
50669,Male,Loyal Customer,46,Personal Travel,Eco,89,3,2,3,4,2,0,0.0,Neutral or Dissatisfied
39853,Female,Disloyal Customer,24,Business Travel,Eco,272,2,5,1,3,5,0,0.0,Neutral or Dissatisfied
75680,Male,Disloyal Customer,25,Business Travel,Business,868,4,4,4,4,4,8,19.0,Neutral or Dissatisfied
103294,Female,Loyal Customer,55,Personal Travel,Eco,872,3,3,4,1,2,13,6.0,Neutral or Dissatisfied
